"Account Number","National Insurance Number ","First Name","Middle Name","Surname ","Date of Birth","ISA Type being reported","Flexible ISA","Total current year subscriptions transferred in","Total current year subscriptions transferred out ","Date of first subscription event","Date of last subscription event","Total current year to date subscriptions ","LISA qualifying addition","LISA bonus claim","Market value of account","Closure Date","ISA Reason for closure","LISA Reason for closure"
"ISA000000227","CR669515A","William","Grace","Robinson","1965-10-11","Innovative Finance","Yes","1643.79","11796.66","2025-09-06","2025-10-19","2523.44","995.19","227.64","3762.93","2026-04-01","Closed","Transferred in full"
"ISA000000228","WC032286A","Finley","Alexander","Hughes","1963-05-06","Innovative Finance","Yes","6040.77","16657.89","2026-02-08","2026-03-27","8814.95","-1364.68","999.91","91359.95","2026-04-04","Void","Closed"
"ISA000000229","JW150292C","Arthur","Claire","Collins","1999-08-19","Cash","Yes","12467.35","945.45","2025-10-15","2026-02-12","5006.48","-1661.59","-569.58","36768.50","2026-02-17","Cancelled","Cancelled"
"ISA000000230","SN439768A","Ava","Marie","Parker","1954-06-08","Life Time ISA","No","10760.42","17317.58","2025-12-11","2026-02-24","17684.11","293.29","250.86","34519.23","2026-03-29","Void","Closed"
"ISA000000231","BZ135349B","Finley","Louise","Phillips","1958-09-05","Innovative Finance","No","13283.06","19065.52","2025-07-24","2025-12-18","13043.83","-2585.72","-353.97","65094.32","2025-12-22","Cancelled","Void"
"ISA000000232","PX492172C","Oliver","Elizabeth","Young","1980-07-23","Life Time ISA","Yes","4779.42","3579.19","2025-11-21","2026-02-08","19006.83","118.59","166.95","17106.60","2026-02-09","Void","Void"
"ISA000000233","BB724015B","Ethan","Claire","Allen","1978-10-20","Stock and Shares","No","14735.51","19931.91","2025-04-22","2025-11-06","14225.94","2988.74","303.90","83593.07","2026-04-05","Cancelled","Transferred in full"
"ISA000000234","KJ586674A","Freya","Samuel","Taylor","1956-05-20","Life Time ISA","No","4073.61","3332.20","2025-09-10","2025-10-10","10523.87","588.27","690.57","18339.41","2025-11-25","Closed","Closed"
"ISA000000235","HS652041C","Thomas","Rose","Johnson","1991-01-26","Stock and Shares","No","9358.58","10359.63","2025-05-08","2025-06-08","15733.04","2049.93","131.62","65670.80","2025-10-14","Cancelled","Closed"
"ISA000000236","KS931191D","Evie","Patrick","Roberts","1981-06-23","Stock and Shares","No","13146.90","8835.17","2025-05-03","2025-09-17","10736.22","-877.04","537.18","43006.83","2025-11-27","Closed","Transferred in full"
"ISA000000237","JX912979A","Olivia","Elizabeth","Morris","1946-12-04","Life Time ISA","Yes","19158.50","5975.39","2025-05-07","2025-12-19","13618.83","2512.90","-790.43","57602.86","2026-01-03","Void","Cancelled"
"ISA000000238","PT033871B","Henry","Samuel","Hill","1959-12-11","Stock and Shares","No","14807.35","5719.03","2025-10-16","2026-04-05","14996.96","3499.37","760.16","82430.74","2026-04-05","Cancelled","Transferred in full"
"ISA000000239","PY175791C","Logan","Benjamin","Adams","1951-06-29","Innovative Finance","No","14426.26","4231.00","2026-01-24","2026-03-20","5983.96","3897.17","841.93","14499.75","2026-04-01","Cancelled","Closed"
"ISA000000240","CT609155D","Olivia","Patrick","Smith","1966-11-08","Stock and Shares","Yes","2386.05","13486.33","2025-09-08","2025-10-12","1261.97","-1169.03","-632.87","13873.02","2025-10-27","Void","Closed"
"ISA000000241","JP479165C","Ava","Victoria","Collins","1996-04-03","Cash","No","10131.20","13978.18","2025-07-23","2025-10-13","10680.76","617.82","301.45","38203.59","2026-01-18","Void","Closed"
"ISA000000242","LB071933B","Amelia","Louise","Young","1954-04-09","Stock and Shares","Yes","18764.81","12357.63","2026-02-16","2026-02-17","19955.15","1596.15","198.45","87556.83","2026-03-14","Cancelled","Void"
"ISA000000243","LW083491C","Henry","Marie","Miller","1984-10-29","Life Time ISA","Yes","6681.88","18499.95","2025-04-23","2025-04-29","10526.92","-415.92","81.12","51757.99","2025-11-25","Closed","Void"
"ISA000000244","CN127923A","Isla","Olivia","Phillips","1998-05-16","Life Time ISA","Yes","12270.11","3642.53","2025-10-07","2025-12-21","1367.70","1844.17","536.25","6389.77","2026-02-19","Void","Void"
"ISA000000245","SP863622C","Amelia","Rose","Lewis","1989-08-28","Cash","Yes","3680.84","11181.36","2025-07-18","2025-10-12","7651.62","298.84","-709.37","46560.44","2026-03-10","Void","Closed"
"ISA000000246","PK076348A","Finley","Alice","Walker","1948-10-17","Cash","Yes","19532.20","17071.53","2026-01-10","2026-01-22","11444.23","-652.64","963.35","1618.82","2026-03-03","Void","All funds withdrawn"
"ISA000000247","LW023731B","Henry","Alice","Baker","1977-03-27","Cash","Yes","17309.05","8633.71","2025-04-19","2026-01-16","11846.00","3821.75","-34.71","49375.73","2026-04-05","Void","Closed"
"ISA000000248","LK660194B","Finley","Ann","Roberts","1985-09-29","Innovative Finance","No","3234.38","16416.59","2025-10-07","2026-03-13","2091.41","-2389.05","248.09","25347.58","2026-03-17","Closed","Cancelled"
"ISA000000249","CA413763D","Logan","Elizabeth","Lewis","1977-01-08","Stock and Shares","No","19990.64","18323.82","2026-02-15","2026-02-24","4747.02","-933.83","-402.08","28814.33","2026-04-03","Void","All funds withdrawn"
"ISA000000250","HT863943D","Leo","Patrick","Cooper","1962-04-07","Innovative Finance","No","15018.56","7714.66","2025-08-17","2026-02-06","7692.62","2751.61","768.01","94247.30","2026-02-12","Void","Transferred in full"
"ISA000000251","HE351450C","Freya","Jane","Bailey","1966-10-11","Innovative Finance","Yes","1315.36","17857.45","2025-06-14","2025-09-08","671.27","298.72","532.48","7228.43","2025-12-11","Cancelled","All funds withdrawn"
"ISA000000252","LS895849D","Theo","Victoria","Green","1940-05-03","Stock and Shares","No","8436.39","6464.31","2025-05-19","2025-10-07","16917.35","-2369.92","488.45","40260.52","2025-11-19","Void","Transferred in full"
"ISA000000253","PJ825403C","George","Olivia","Scott","2003-09-04","Cash","No","1376.45","7824.39","2025-09-04","2025-10-03","15372.23","-2995.36","827.84","39407.25","2025-10-14","Cancelled","Closed"
"ISA000000254","WH252673B","Leo","Victoria","Williams","1976-11-18","Innovative Finance","No","11631.71","7092.97","2026-01-12","2026-03-04","2216.12","839.85","367.68","97716.08","2026-03-21","Closed","Cancelled"
"ISA000000255","AB040928B","Hannah","Benjamin","Wright","1951-09-26","Life Time ISA","Yes","14802.33","1474.09","2025-09-04","2025-12-11","6206.18","-871.52","702.88","3413.86","2026-03-04","Void","Transferred in full"
"ISA000000256","PB477449B","James","Louise","Murphy","1988-09-11","Innovative Finance","Yes","14092.28","16131.77","2026-02-13","2026-02-27","7645.11","3852.60","6.30","73749.33","2026-03-01","Closed","Void"
"ISA000000257","AM119860A","Daniel","Rose","Murphy","1950-07-12","Innovative Finance","Yes","16869.20","6827.64","2026-02-06","2026-02-27","19700.72","3067.94","404.95","92771.69","2026-03-30","Void","Closed"
"ISA000000258","BA742126D","Freya","Joseph","Lewis","1998-08-02","Cash","Yes","2014.07","6297.44","2025-06-22","2026-03-12","14461.29","663.48","490.89","11549.82","2026-03-29","Void","Cancelled"
"ISA000000259","RR939216A","Ethan","Jane","Hill","1946-04-30","Cash","Yes","2142.24","11220.42","2025-05-20","2025-07-02","13812.28","2888.85","970.34","17188.46","2026-04-04","Closed","Cancelled"
"ISA000000260","KZ411169B","Sophia","Alexander","Taylor","1998-02-03","Life Time ISA","Yes","11206.97","10031.12","2025-09-26","2026-01-24","7850.19","-1621.11","179.08","84641.25","2026-02-07","Void","Closed"
"ISA000000261","KX404426D","Theo","Grace","Hughes","1990-04-16","Life Time ISA","Yes","15344.38","1934.26","2025-07-18","2025-10-29","10068.48","1844.90","509.08","90370.93","2026-03-30","Void","Transferred in full"
"ISA000000262","EA081078D","Harry","Patrick","Jones","1942-06-23","Innovative Finance","Yes","17374.32","13562.96","2025-07-01","2025-09-13","11857.18","-1818.05","-58.56","74549.46","2025-10-14","Cancelled","Transferred in full"
"ISA000000263","HZ743194C","Sophia","Claire","Jones","2003-04-29","Innovative Finance","No","4758.55","3377.91","2025-06-17","2025-10-06","10350.76","390.97","187.03","36596.77","2026-03-28","Void","Void"
"ISA000000264","JL471074B","Evie","Victoria","Roberts","1982-11-01","Innovative Finance","No","16975.80","1797.01","2025-09-02","2025-09-17","14501.60","3117.82","595.01","97336.37","2026-03-08","Closed","All funds withdrawn"
"ISA000000265","PJ342411B","Freya","Jane","Edwards","2001-01-04","Life Time ISA","No","12958.75","8764.73","2026-01-05","2026-03-23","15446.16","1380.55","925.14","53425.11","2026-04-04","Closed","All funds withdrawn"
"ISA000000266","RW037014D","Evie","Ann","Johnson","1969-01-17","Innovative Finance","No","3065.18","13805.59","2026-02-01","2026-02-15","18456.46","-3019.26","-741.19","73660.72","2026-03-25","Cancelled","Cancelled"
"ISA000000267","JL278129A","Sophia","Claire","Hughes","2002-08-14","Stock and Shares","Yes","7419.59","7359.06","2025-10-30","2025-12-03","3749.29","2095.94","538.68","69808.41","2026-01-13","Closed","All funds withdrawn"
"ISA000000268","SH243916C","Emily","William","Johnson","1977-11-04","Life Time ISA","Yes","5824.35","18996.65","2025-09-22","2025-10-16","8321.13","-3800.93","509.47","25960.17","2025-11-18","Cancelled","Transferred in full"
"ISA000000269","HP401204C","Finley","Patrick","Hill","1943-04-10","Cash","Yes","13167.45","12077.60","2025-05-25","2026-01-04","2305.01","2982.06","825.57","58674.83","2026-03-24","Closed","Transferred in full"
"ISA000000270","JR051486A","Lucas","Patrick","Scott","1955-10-02","Innovative Finance","No","5644.18","7760.88","2025-10-06","2026-02-22","15960.50","3624.54","-866.36","30242.95","2026-03-14","Void","All funds withdrawn"
"ISA000000271","CR797233D","Hannah","Samuel","Kelly","1941-01-09","Cash","No","4128.33","15195.59","2025-11-24","2026-02-04","4426.55","-390.12","666.99","80821.29","2026-03-17","Closed","Transferred in full"
"ISA000000272","SP307727B","Jack","Marie","Brown","1953-08-05","Stock and Shares","No","14549.67","141.48","2025-06-12","2025-07-25","5422.22","179.36","146.03","61521.84","2025-10-17","Closed","Cancelled"
"ISA000000273","WL532997C","Isla","Jane","Brown","1966-08-24","Innovative Finance","Yes","8444.26","15500.42","2025-10-24","2026-03-12","15108.04","2631.80","13.94","36138.56","2026-03-16","Cancelled","Cancelled"
"ISA000000274","RH601950D","Maya","Ann","Allen","1970-07-21","Cash","Yes","15212.62","6647.53","2025-10-15","2026-03-23","1067.08","2327.71","997.72","44649.08","2026-04-04","Closed","Transferred in full"
"ISA000000275","WJ535381D","Edward","Ann","Parker","1979-07-07","Cash","No","5260.00","7615.59","2025-05-04","2026-04-04","10851.43","-2732.12","571.12","40549.56","2026-04-05","Void","All funds withdrawn"
"ISA000000276","WP581656D","Daniel","Louise","Parker","1952-02-07","Stock and Shares","Yes","19924.63","7610.37","2025-07-13","2025-07-24","4685.92","-3244.91","-957.48","82533.89","2026-02-13","Void","Transferred in full"
"ISA000000277","KL817930A","Charlotte","Louise","Harris","1991-09-15","Life Time ISA","Yes","17227.99","14038.24","2025-11-15","2025-11-21","7455.93","659.18","212.13","38037.96","2026-03-13","Cancelled","Cancelled"
"ISA000000278","LM166616B","Olivia","Louise","Parker","1990-04-11","Cash","Yes","8533.09","5110.12","2025-12-01","2026-03-28","6801.62","258.50","919.71","26008.09","2026-03-29","Void","Void"
"ISA000000279","HX851894A","Edward","Michael","Hall","1954-05-19","Innovative Finance","No","17434.00","14107.12","2025-06-13","2025-12-26","2672.04","3022.19","568.11","51964.37","2026-02-07","Closed","Void"
"ISA000000280","EY332390D","Emily","Joseph","Wilson","1974-09-10","Cash","Yes","18620.98","5732.63","2026-01-11","2026-03-01","2286.42","2727.86","232.43","49968.95","2026-03-04","Cancelled","All funds withdrawn"
"ISA000000281","KL393451B","Lucas","Jane","Walker","1993-12-19","Cash","Yes","17325.03","822.15","2025-08-10","2026-04-02","13413.15","-2292.35","191.58","92665.08","2026-04-03","Closed","Cancelled"
"ISA000000282","JC306125B","Leo","Ann","Robinson","1985-11-21","Stock and Shares","Yes","14681.11","999.77","2026-02-04","2026-03-25","5426.72","-3723.84","956.03","41845.96","2026-03-25","Void","All funds withdrawn"
"ISA000000283","AK959117A","Maya","Thomas","Bennett","1944-07-01","Life Time ISA","No","404.48","18138.07","2025-04-06","2025-12-14","5200.17","-3163.19","-864.14","52107.56","2026-02-25","Cancelled","Closed"
"ISA000000284","AT036057A","Amelia","Grace","White","1947-06-14","Cash","Yes","4586.13","13631.13","2025-08-13","2025-08-18","4022.94","-1258.99","337.85","39573.37","2026-03-26","Void","Void"
"ISA000000285","LT484822B","George","Elizabeth","Thompson","1976-06-10","Life Time ISA","No","10046.20","13264.18","2025-10-28","2025-12-06","6791.86","501.65","257.99","53597.38","2026-01-28","Cancelled","Closed"
"ISA000000286","EE926818B","Jacob","Victoria","Davies","1979-06-20","Life Time ISA","Yes","3920.39","13174.85","2025-12-20","2026-03-07","11591.99","2894.70","580.96","29124.49","2026-03-25","Cancelled","Closed"
"ISA000000287","KP426503A","Ruby","Samuel","Harris","1985-05-27","Stock and Shares","Yes","6226.53","13643.97","2026-01-12","2026-03-23","7821.26","3874.11","621.69","26397.98","2026-03-24","Closed","Closed"
"ISA000000288","KC205536D","Oscar","Claire","Adams","1958-11-13","Cash","Yes","13803.44","15555.37","2025-08-01","2025-10-15","8202.16","2536.37","601.99","52939.26","2025-11-06","Void","All funds withdrawn"
"ISA000000289","MZ069433D","Oliver","Olivia","Foster","2001-12-07","Stock and Shares","Yes","9266.99","10784.24","2025-10-01","2025-12-01","7358.94","1639.00","693.60","67071.13","2026-01-02","Closed","Transferred in full"
"ISA000000290","HP760931D","Poppy","Patrick","Johnson","1989-08-14","Life Time ISA","No","10560.40","18517.06","2025-05-04","2025-06-22","12967.29","65.05","344.75","67067.42","2026-03-25","Cancelled","Closed"
"ISA000000291","AH238981B","Leo","Thomas","Wright","1956-08-19","Innovative Finance","No","10341.19","19296.44","2025-04-23","2025-06-03","5213.61","2946.27","32.62","92988.29","2025-10-05","Void","All funds withdrawn"
"ISA000000292","WM544929D","Freya","Olivia","Jackson","1950-12-02","Innovative Finance","No","12056.26","15827.56","2025-09-30","2026-03-18","14132.05","722.44","852.47","27452.40","2026-03-19","Cancelled","Cancelled"
"ISA000000293","JT937083D","William","William","Morris","1968-02-17","Stock and Shares","No","3259.06","2419.95","2025-07-31","2026-02-13","12683.82","25.81","335.66","28541.94","2026-02-14","Cancelled","Void"
"ISA000000294","BB074020D","Amelia","Victoria","Allen","1984-05-05","Cash","No","19849.37","17848.11","2025-04-25","2025-10-20","6642.52","3764.33","-211.67","95743.95","2025-12-12","Void","Cancelled"
"ISA000000295","RN580516A","Oliver","Ann","King","2001-10-28","Cash","No","14240.03","6980.60","2025-09-09","2025-09-11","2946.68","-523.08","472.29","48015.25","2026-01-18","Closed","Void"
"ISA000000296","WX528473D","Ethan","Samuel","Morris","1946-09-12","Life Time ISA","No","7249.69","16195.71","2025-08-01","2025-09-04","5926.95","-1570.42","412.89","10533.37","2025-12-06","Closed","Transferred in full"
"ISA000000297","EH842591D","Leo","Louise","Parker","1967-08-13","Life Time ISA","No","3614.16","5848.99","2025-12-21","2026-04-02","17529.58","-3790.26","993.68","33796.78","2026-04-05","Cancelled","All funds withdrawn"
"ISA000000298","JT865662B","Isla","Ann","Hill","2004-07-01","Stock and Shares","Yes","12270.53","10129.90","2025-09-27","2025-10-16","10594.38","1978.47","510.46","42567.80","2026-03-21","Cancelled","Transferred in full"
"ISA000000299","MP175272A","Daniel","Grace","Foster","2002-05-27","Life Time ISA","No","3665.54","4770.68","2025-12-02","2026-02-22","8949.76","290.94","725.45","5766.87","2026-03-29","Closed","Cancelled"
"ISA000000300","JN945385D","Finley","Joseph","Green","2001-05-21","Innovative Finance","Yes","7453.92","16714.61","2025-10-15","2025-11-30","12308.28","1517.68","625.41","34002.47","2026-03-16","Closed","All funds withdrawn"
"ISA000000301","KK063500C","Ruby","Benjamin","King","1992-01-28","Stock and Shares","No","3495.81","14865.01","2025-10-30","2025-11-23","8477.35","-1174.80","519.42","19629.76","2025-12-11","Void","Transferred in full"
"ISA000000302","PZ483108A","Lucas","Joseph","Murphy","1963-04-22","Cash","No","11003.39","10379.29","2025-10-25","2026-01-27","8202.94","2608.70","-699.22","15772.41","2026-03-30","Void","Cancelled"
"ISA000000303","BA729292B","Ethan","Benjamin","Davies","1954-07-16","Life Time ISA","No","4027.50","2747.72","2025-05-30","2025-11-24","15878.54","2653.44","409.14","58292.30","2026-02-20","Void","Void"
"ISA000000304","AT436401A","Leo","Patrick","Mitchell","1940-12-04","Innovative Finance","No","17110.70","7374.99","2025-08-08","2025-08-23","8560.16","2161.09","792.50","26490.08","2025-09-14","Cancelled","Cancelled"
"ISA000000305","PE359706B","Emily","David","Bailey","1990-04-30","Life Time ISA","No","16917.71","10101.21","2025-10-18","2026-01-01","14255.93","-1509.25","986.04","73871.30","2026-01-21","Closed","Transferred in full"
"ISA000000306","MZ736042D","Ava","Alice","Adams","1947-10-10","Cash","No","2087.92","7866.60","2025-09-02","2025-10-18","2873.10","2170.52","567.50","9125.24","2025-11-27","Void","Transferred in full"
"ISA000000307","ER835172D","Amelia","Victoria","White","1942-01-22","Stock and Shares","Yes","7597.44","594.77","2025-04-18","2025-06-20","1009.17","3517.59","238.15","64195.25","2026-03-12","Closed","Closed"
"ISA000000308","SH400034D","Jack","Rose","Green","1980-10-11","Stock and Shares","Yes","8589.68","11683.45","2026-02-04","2026-03-05","9130.63","2531.33","327.57","52767.21","2026-03-22","Closed","All funds withdrawn"
"ISA000000309","BL221902B","Daniel","Benjamin","Young","1995-09-25","Cash","Yes","18962.57","14726.53","2025-10-06","2026-01-21","690.19","667.66","-394.99","78186.52","2026-02-24","Cancelled","Void"
"ISA000000310","WL461180D","Evie","Louise","Mitchell","1951-04-11","Life Time ISA","Yes","8314.92","767.15","2025-09-12","2026-03-14","9203.07","1379.62","874.02","97582.80","2026-03-14","Cancelled","Closed"
"ISA000000311","EA178655C","Jack","Thomas","Parker","1960-01-31","Innovative Finance","Yes","9182.08","19286.49","2025-06-16","2026-01-22","4743.42","-2281.58","-310.45","4436.43","2026-02-04","Void","Closed"
"ISA000000312","SW756566B","Daisy","Alexander","Morris","1992-04-21","Life Time ISA","Yes","14620.22","1731.69","2025-11-24","2025-12-07","14388.32","478.28","171.60","24404.64","2025-12-13","Void","Cancelled"
"ISA000000313","WY552206B","James","Louise","Martin","1966-04-28","Cash","Yes","18214.81","5316.99","2026-02-03","2026-03-07","10227.98","1284.63","226.80","58759.04","2026-03-13","Closed","Closed"
"ISA000000314","JA323374B","Theo","Claire","Thomas","1975-08-04","Stock and Shares","No","3255.33","10067.42","2025-05-29","2025-10-20","6670.01","1655.65","689.88","56352.46","2026-03-19","Closed","Cancelled"
"ISA000000315","PS006249A","Charlotte","William","Cooper","2001-07-26","Cash","No","10148.18","5288.01","2026-01-03","2026-03-05","12329.59","101.03","-671.71","11897.28","2026-03-22","Closed","Transferred in full"
"ISA000000316","SX320488A","Oscar","David","Foster","1949-03-26","Life Time ISA","Yes","14744.46","7677.00","2025-08-01","2025-11-20","9490.00","-2398.49","852.17","98562.29","2025-12-27","Cancelled","Void"
"ISA000000317","CJ234736B","Arthur","Claire","Kelly","1994-05-21","Innovative Finance","Yes","17320.34","15658.24","2026-01-20","2026-02-19","7027.25","1001.95","280.80","3000.78","2026-02-20","Cancelled","Cancelled"
"ISA000000318","JL766939B","Harry","Rose","Young","1950-08-12","Life Time ISA","Yes","13517.68","11210.45","2025-08-04","2025-09-02","18703.91","2865.18","473.46","40198.49","2025-12-09","Closed","Transferred in full"
"ISA000000319","AH040207A","Leo","Thomas","Thomas","1992-01-14","Cash","No","12880.80","10995.20","2025-10-01","2026-03-05","5355.48","465.98","-980.45","64460.85","2026-03-28","Closed","Cancelled"
"ISA000000320","CY174967A","Hannah","William","Baker","1946-10-04","Innovative Finance","No","19610.17","14148.53","2025-09-07","2025-10-17","7584.97","60.49","685.47","82143.11","2026-03-24","Cancelled","Void"
"ISA000000321","BZ849272D","Maya","Claire","Thomas","1966-05-19","Innovative Finance","No","10029.48","863.20","2025-06-14","2026-01-23","388.42","736.03","143.71","55958.54","2026-03-10","Closed","All funds withdrawn"
"ISA000000322","MK569212D","Arthur","Benjamin","Taylor","1962-08-05","Life Time ISA","Yes","319.42","11780.05","2026-02-19","2026-03-24","12777.60","1926.82","399.96","79190.52","2026-03-31","Void","Closed"
"ISA000000323","WK909401C","Daniel","Alexander","Bennett","1962-05-22","Stock and Shares","Yes","15970.49","14163.38","2025-07-30","2026-03-11","11073.34","-3984.03","-639.43","136.22","2026-03-11","Closed","All funds withdrawn"
"ISA000000324","LK340094D","Sophia","Joseph","Harris","1979-10-23","Stock and Shares","Yes","19843.07","16003.70","2025-09-23","2025-09-27","9297.35","188.46","217.09","35289.10","2026-02-27","Cancelled","Cancelled"
"ISA000000325","RN011394A","Emily","Michael","Kelly","1974-03-11","Cash","Yes","12803.21","11037.44","2025-04-07","2025-11-04","18403.01","3176.96","183.18","646.53","2025-11-09","Void","Cancelled"
"ISA000000326","LS779558B","Finley","Michael","Hill","1947-02-17","Stock and Shares","Yes","1305.08","12089.61","2025-09-30","2026-02-05","10443.52","2536.31","111.49","68852.50","2026-03-15","Cancelled","Closed"
"ISA000000327","CR544179B","William","William","Collins","1965-01-11","Life Time ISA","No","14570.02","11683.33","2025-10-03","2026-02-21","12927.10","3430.28","349.39","2572.08","2026-02-23","Closed","Closed"
"ISA000000328","KM358029A","Ava","Benjamin","Green","1955-07-12","Innovative Finance","No","17482.30","10648.45","2025-08-27","2026-04-03","12683.17","2258.49","988.84","90869.86","2026-04-03","Void","Closed"
"ISA000000329","BM513209D","Sophia","Victoria","Parker","1993-02-07","Cash","No","14433.02","386.25","2025-05-10","2025-09-11","9681.65","-1731.04","892.03","74249.94","2025-11-17","Void","Transferred in full"
"ISA000000330","LY925752A","Elsie","Louise","Thomas","1994-04-30","Cash","Yes","14118.73","9915.72","2025-07-04","2026-03-25","19844.97","-1514.42","-524.31","50982.05","2026-03-25","Cancelled","Closed"
"ISA000000331","RE391307D","Jack","Alexander","Williams","1977-10-08","Innovative Finance","No","14350.24","11310.21","2025-11-27","2026-01-03","19407.55","772.34","221.87","28544.38","2026-02-01","Closed","Closed"
"ISA000000332","AY476465D","Sophia","Marie","Kelly","1966-02-09","Innovative Finance","No","2553.35","18400.69","2025-12-01","2025-12-12","11323.89","1003.75","-233.98","53304.26","2026-02-16","Closed","All funds withdrawn"
"ISA000000333","BX858363B","George","Rose","Jackson","1947-02-17","Stock and Shares","No","5055.53","2820.17","2025-10-02","2025-11-15","4582.70","252.47","302.71","41428.24","2026-04-03","Void","All funds withdrawn"
"ISA000000334","BR455170B","William","Alexander","Cooper","1968-02-11","Cash","No","3219.25","1720.30","2025-05-20","2025-08-15","8521.31","36.48","476.79","92258.20","2025-09-18","Void","Transferred in full"
"ISA000000335","EL323716A","Jacob","William","Harris","2003-06-15","Stock and Shares","Yes","985.47","13444.13","2025-05-12","2026-03-01","15482.09","1802.78","245.25","75403.18","2026-04-02","Closed","Void"
"ISA000000336","PM417766D","Ava","Olivia","Hughes","1967-08-26","Life Time ISA","No","5008.95","8022.92","2025-12-24","2026-03-05","1813.17","83.54","608.78","98679.54","2026-03-17","Closed","Void"
"ISA000000337","JX231592D","Oliver","William","Williams","1959-05-17","Cash","Yes","9168.36","5186.85","2025-04-21","2025-07-05","5754.34","138.30","994.91","21055.90","2025-09-17","Cancelled","Transferred in full"
"ISA000000338","PS766738C","William","Marie","Scott","2000-11-05","Stock and Shares","No","9191.87","7060.71","2025-09-05","2025-11-01","14692.64","275.76","960.76","63759.97","2026-03-09","Void","All funds withdrawn"
"ISA000000339","JJ843793D","Evie","William","Jackson","2003-11-10","Cash","Yes","5892.54","2869.64","2025-10-09","2025-11-21","5322.87","1153.33","237.29","10342.93","2025-12-07","Closed","All funds withdrawn"
"ISA000000340","SX104665B","James","Louise","Baker","1952-06-28","Stock and Shares","No","3778.79","2284.33","2025-12-15","2026-04-02","8772.38","841.72","-858.96","26768.06","2026-04-02","Void","Transferred in full"
"ISA000000341","AW989123C","Evie","Grace","Lewis","1955-08-01","Cash","Yes","11657.34","17525.69","2026-02-01","2026-03-19","13449.31","-309.88","-793.74","80301.00","2026-03-30","Cancelled","Transferred in full"
"ISA000000342","EP120211A","Isla","Claire","King","1994-06-04","Life Time ISA","No","3870.39","19108.06","2025-11-03","2025-11-05","1927.62","1538.17","426.96","43250.76","2026-01-16","Cancelled","Void"
"ISA000000343","WY593211A","Elsie","Joseph","Thomas","1982-04-09","Innovative Finance","Yes","18124.93","9483.86","2025-09-18","2026-03-20","69.57","1958.38","0.81","25126.24","2026-03-28","Closed","Void"
"ISA000000344","EP622650D","Noah","Ann","Baker","1987-09-11","Life Time ISA","Yes","8270.89","8128.88","2025-12-03","2026-04-05","15070.40","1833.24","202.24","91338.49","2026-04-05","Void","Closed"
"ISA000000345","JR377652D","Charlotte","Rose","Jones","1949-06-07","Stock and Shares","Yes","13665.88","6555.08","2025-04-07","2025-11-15","15539.08","1998.23","297.43","90970.35","2026-01-09","Cancelled","Transferred in full"
"ISA000000346","BW268563C","Daniel","Marie","Allen","2007-09-15","Cash","Yes","18202.88","1182.23","2025-12-01","2025-12-09","19474.83","-1276.47","643.77","21027.68","2026-01-22","Void","Closed"
"ISA000000347","RW837984C","Daisy","David","Hill","1948-03-03","Innovative Finance","Yes","5177.50","6519.31","2025-08-28","2026-01-08","14900.29","616.06","225.70","73386.91","2026-02-06","Cancelled","Void"
"ISA000000348","KY936852C","Mia","Michael","Collins","1991-09-13","Life Time ISA","Yes","17416.10","16586.19","2025-06-05","2025-12-27","8513.57","1985.57","269.80","81267.53","2026-01-15","Cancelled","Cancelled"
"ISA000000349","HJ212846D","Isla","Elizabeth","Taylor","1970-02-16","Life Time ISA","No","17245.75","1206.69","2025-05-18","2025-10-11","19023.48","-1063.44","905.71","24990.52","2026-02-13","Closed","Void"
"ISA000000350","EP944804D","Arthur","Ann","Evans","1960-08-13","Life Time ISA","Yes","6908.70","4624.40","2025-10-04","2026-01-11","7942.18","3567.66","958.56","82773.81","2026-04-03","Void","Closed"
"ISA000000351","EX649372C","Hannah","Claire","Smith","1976-07-12","Life Time ISA","Yes","17157.26","1144.08","2025-07-20","2025-11-11","13466.45","-1085.56","902.52","24758.35","2026-03-04","Closed","Cancelled"
"ISA000000352","HT281523A","Amelia","Grace","Jones","1994-11-30","Cash","No","6928.04","1740.40","2025-10-11","2026-03-07","2597.76","3432.40","976.30","65948.55","2026-03-23","Cancelled","Cancelled"
"ISA000000353","EC119714A","Daniel","Benjamin","Jones","1940-12-12","Cash","Yes","4088.34","3787.29","2025-11-08","2026-03-04","15019.31","207.60","-377.58","22480.24","2026-04-05","Closed","Void"
"ISA000000354","JE356529B","Daniel","Alexander","King","1940-01-16","Stock and Shares","Yes","12685.59","7166.82","2025-08-13","2025-10-10","17698.10","571.93","864.31","88640.53","2025-11-15","Closed","Void"
"ISA000000355","CH190369B","Daniel","Thomas","Collins","1943-11-07","Innovative Finance","Yes","4307.16","16996.57","2026-02-08","2026-04-03","19768.73","2732.13","401.99","70320.88","2026-04-05","Closed","Closed"
"ISA000000356","AR545776C","Grace","Benjamin","Hughes","1969-03-09","Innovative Finance","No","10656.85","18364.38","2025-07-24","2025-11-25","8490.90","-469.10","-789.50","77371.21","2025-12-21","Void","Closed"
"ISA000000357","MP435311B","Freya","Louise","Mitchell","1981-12-26","Life Time ISA","No","11787.42","9091.50","2025-08-31","2025-10-25","16123.87","1657.92","452.71","48438.48","2026-03-01","Void","Closed"
