"Account Number","National Insurance Number ","First Name","Middle Name","Surname ","Date of Birth","ISA Type being reported","Flexible ISA","Total current year subscriptions transferred in","Total current year subscriptions transferred out ","Date of first subscription event","Date of last subscription event","Total current year to date subscriptions ","LISA qualifying addition","LISA bonus claim","Market value of account","Closure Date","ISA Reason for closure","LISA Reason for closure"
"ISA000001192","KS471637C","Sophia","Ann","White","1974-06-23","Stock and Shares","Yes","8912.56","15940.78","2025-12-18","2026-01-09","7012.70","448.44","924.86","12623.15","2026-03-16","Cancelled","Closed"
"ISA000001193","KS161853C","William","William","Evans","1999-06-24","Innovative Finance","No","2660.06","10750.92","2025-12-01","2025-12-02","16987.88","2552.96","211.88","17108.01","2026-02-04","Closed","Closed"
"ISA000001194","RW918407C","William","Marie","White","1958-06-12","Cash","Yes","7314.18","3262.90","2025-07-17","2025-08-13","2283.01","3166.75","128.96","33252.13","2025-11-14","Void","Transferred in full"
"ISA000001195","SX411128A","Lucas","Alexander","Adams","1989-04-15","Cash","Yes","11649.48","10448.74","2025-09-19","2025-10-26","7837.63","3032.18","732.31","59085.64","2026-03-03","Closed","Void"
"ISA000001196","BT671000D","Edward","Rose","Parker","1977-06-30","Cash","No","6207.61","1901.83","2025-07-22","2025-07-23","7264.48","1877.12","858.85","21014.44","2026-01-06","Closed","Transferred in full"
"ISA000001197","LH619074A","Grace","Michael","Harris","2001-03-27","Life Time ISA","Yes","9187.19","16630.55","2026-01-21","2026-04-02","540.19","165.49","-712.35","69286.56","2026-04-04","Closed","Closed"
"ISA000001198","WN365287A","Finley","Elizabeth","Young","2004-03-06","Life Time ISA","Yes","7729.26","5804.21","2025-06-28","2025-11-21","16339.31","1650.85","-729.56","89741.26","2025-12-28","Void","Void"
"ISA000001199","SC101764D","Grace","Louise","Hughes","1954-06-19","Stock and Shares","Yes","14203.77","11055.00","2025-10-09","2026-04-04","19880.36","1270.40","131.13","29912.03","2026-04-04","Cancelled","Cancelled"
"ISA000001200","LM981149B","Henry","Patrick","King","1945-12-01","Innovative Finance","Yes","5905.39","2073.84","2025-09-27","2026-01-27","7986.09","870.71","445.84","24325.14","2026-01-28","Void","Closed"
"ISA000001201","CS442967D","Freya","Joseph","Clarke","1987-07-04","Innovative Finance","Yes","8596.00","12405.53","2025-06-02","2025-08-07","17031.01","2524.06","135.51","77461.75","2026-03-23","Void","Void"
"ISA000001202","AC446284A","Sophia","Elizabeth","White","1981-01-14","Innovative Finance","No","13156.14","14306.27","2025-04-25","2026-03-05","13573.56","1190.30","-34.44","61844.21","2026-03-26","Void","Closed"
"ISA000001203","HH374773D","Leo","Jane","Parker","1986-01-22","Cash","No","7797.77","17984.10","2025-11-05","2026-04-01","994.57","2688.34","308.38","45874.99","2026-04-02","Closed","Closed"
"ISA000001204","LZ313826C","William","Elizabeth","Robinson","1984-12-25","Stock and Shares","Yes","10636.72","17628.43","2025-07-27","2025-09-20","16654.93","35.50","897.81","22864.27","2025-11-25","Closed","Transferred in full"
"ISA000001205","WS543604C","Lily","Michael","Thompson","1942-04-26","Life Time ISA","No","19347.33","6572.84","2025-10-28","2025-10-29","15401.16","3119.77","58.67","71808.90","2026-04-05","Void","Closed"
"ISA000001206","MY006389B","Grace","Olivia","Mitchell","1946-09-27","Life Time ISA","Yes","9498.91","16633.80","2025-11-11","2026-01-06","15243.60","3860.54","-631.60","10959.31","2026-02-09","Void","All funds withdrawn"
"ISA000001207","BC614696B","Daisy","Marie","Evans","1987-08-30","Innovative Finance","No","8967.04","10016.27","2025-11-15","2026-02-14","17042.26","3527.81","262.44","31764.55","2026-02-26","Void","Closed"
"ISA000001208","MS246769C","Isla","Marie","Smith","1977-04-14","Innovative Finance","No","565.95","18283.52","2025-08-17","2025-11-22","4712.76","3169.11","-597.37","212.69","2026-03-26","Closed","Transferred in full"
"ISA000001209","SR647399C","Emily","William","Davies","2003-07-17","Stock and Shares","Yes","7935.40","19340.31","2026-02-12","2026-02-12","18779.20","308.73","660.32","69089.33","2026-02-19","Closed","Closed"
"ISA000001210","CR955650B","Noah","Jane","White","1945-05-13","Innovative Finance","No","8469.01","2744.39","2025-04-23","2025-08-29","6522.07","2372.40","-913.06","61193.75","2025-10-30","Closed","Cancelled"
"ISA000001211","HC642234C","Isla","Marie","Bailey","1952-08-13","Innovative Finance","Yes","2413.01","5810.25","2025-04-16","2025-10-17","8140.61","-1336.99","-141.91","27626.52","2025-12-20","Void","Transferred in full"
"ISA000001212","SX983797A","Ethan","Joseph","Lewis","1980-08-07","Life Time ISA","Yes","9702.11","5026.77","2025-09-24","2026-03-11","7447.65","1569.70","412.84","49517.12","2026-03-17","Cancelled","Closed"
"ISA000001213","BS390462C","Elsie","Alice","Thompson","1985-09-15","Life Time ISA","No","14545.35","16021.97","2026-01-08","2026-03-04","2702.17","2548.52","295.93","86630.43","2026-03-10","Void","All funds withdrawn"
"ISA000001214","WR130015D","Mia","William","Davies","1954-08-29","Innovative Finance","Yes","12036.43","17079.40","2025-12-08","2026-03-03","8193.98","2305.04","456.34","18325.20","2026-03-23","Void","Cancelled"
"ISA000001215","PY594479C","Oliver","William","Lewis","1947-03-06","Cash","No","13284.63","6684.51","2025-05-30","2025-12-20","659.74","2029.60","-23.06","47953.24","2026-03-10","Closed","Closed"
"ISA000001216","AM655131B","George","Benjamin","Morris","1952-04-26","Stock and Shares","Yes","14907.01","18669.07","2025-07-05","2025-11-22","10594.96","3294.03","614.06","74576.54","2025-11-25","Void","Cancelled"
"ISA000001217","WE866911A","Finley","Samuel","Allen","1956-01-10","Cash","Yes","12137.82","7393.54","2026-01-23","2026-02-04","18059.89","2027.72","82.34","72312.08","2026-03-12","Closed","Transferred in full"
"ISA000001218","RA989719B","Harry","William","Thomas","1985-03-26","Life Time ISA","Yes","3831.57","2290.56","2025-05-31","2025-10-16","2274.01","1842.62","-397.70","39334.42","2026-02-27","Cancelled","All funds withdrawn"
"ISA000001219","RS761181A","Logan","Patrick","Robinson","1983-05-30","Stock and Shares","Yes","4852.66","18927.35","2025-04-18","2025-08-16","4427.06","1498.68","118.07","20211.47","2025-11-11","Void","Closed"
"ISA000001220","RC821320C","Edward","Joseph","Martin","1958-02-28","Cash","No","6867.47","4922.28","2025-08-13","2026-02-28","16591.46","-1399.20","30.32","41335.52","2026-03-26","Void","Closed"
"ISA000001221","LZ739340D","Ruby","Jane","Cooper","2007-09-11","Life Time ISA","No","18496.30","8013.17","2026-01-18","2026-01-25","11964.23","2554.94","788.97","1562.39","2026-01-29","Cancelled","Transferred in full"
"ISA000001222","MY697525D","Ruby","Claire","Brown","1983-03-26","Life Time ISA","Yes","14892.90","9699.14","2025-10-20","2025-11-18","1572.08","-1502.71","-810.50","56648.52","2026-03-11","Closed","All funds withdrawn"
"ISA000001223","AT811808C","James","Ann","Allen","1999-10-08","Innovative Finance","No","8324.42","13105.90","2025-06-20","2025-06-24","11487.73","3938.94","15.75","2454.32","2025-07-01","Closed","Void"
"ISA000001224","CR137304D","Amelia","Louise","Edwards","1942-05-01","Stock and Shares","Yes","15393.69","9939.42","2025-05-31","2026-01-06","11930.07","-635.58","610.59","56516.62","2026-02-14","Cancelled","Cancelled"
"ISA000001225","KJ517509B","George","Joseph","Allen","1999-07-13","Life Time ISA","No","9676.67","10089.98","2025-04-20","2025-07-27","1941.10","208.25","73.86","85362.43","2026-02-02","Void","All funds withdrawn"
"ISA000001226","CZ719891B","James","Alice","Cooper","1992-12-23","Cash","No","10985.67","10159.05","2025-09-04","2026-03-25","13102.60","618.70","837.78","11424.63","2026-03-27","Cancelled","Cancelled"
"ISA000001227","RX387234D","Ethan","Marie","Jackson","1991-05-12","Innovative Finance","No","4176.05","4687.71","2025-10-13","2026-01-30","2154.88","1287.26","182.09","90886.21","2026-04-03","Cancelled","Cancelled"
"ISA000001228","CL546763B","Ethan","William","Carter","1940-10-16","Stock and Shares","Yes","1420.59","6335.30","2025-06-17","2025-12-11","6178.42","779.63","792.81","16822.72","2026-03-01","Void","Cancelled"
"ISA000001229","KH222482B","Ava","William","Cooper","1951-12-31","Innovative Finance","Yes","4727.75","19266.55","2025-12-14","2026-01-08","1150.27","3911.25","665.04","44991.21","2026-03-17","Closed","Void"
"ISA000001230","CJ079840C","Poppy","Patrick","Bailey","1981-11-02","Innovative Finance","No","8327.82","6800.37","2025-08-09","2025-10-02","7515.39","2608.35","555.01","27111.46","2026-02-04","Void","Transferred in full"
"ISA000001231","LS644183B","Henry","Thomas","Hill","1989-06-09","Life Time ISA","Yes","17509.18","17777.21","2026-01-25","2026-02-15","11342.26","2452.21","262.77","95623.04","2026-04-02","Cancelled","All funds withdrawn"
"ISA000001232","PA628669C","Maya","David","Kelly","1988-01-31","Cash","No","844.87","19212.93","2025-12-04","2025-12-06","1879.52","782.70","814.96","44915.92","2025-12-25","Closed","Void"
"ISA000001233","WJ179548A","Ethan","Elizabeth","Johnson","1944-01-15","Cash","Yes","4620.08","18849.19","2025-12-14","2026-01-19","392.03","2877.21","466.02","98619.47","2026-03-04","Closed","Void"
"ISA000001234","LX881458B","Leo","Victoria","Davies","1956-01-09","Innovative Finance","Yes","7023.92","3015.29","2025-04-15","2025-09-13","2358.17","1320.83","73.30","78601.28","2026-03-10","Void","Void"
"ISA000001235","PJ221988C","Finley","Elizabeth","Clarke","1995-07-06","Cash","Yes","4916.45","3307.39","2025-12-31","2026-03-29","15036.28","-2268.08","953.15","36709.94","2026-04-04","Void","Closed"
"ISA000001236","CX706891B","Ruby","Thomas","Adams","1981-09-17","Life Time ISA","No","15921.03","4862.96","2025-08-01","2025-12-16","8634.99","-979.99","365.95","78868.31","2026-01-05","Cancelled","Void"
"ISA000001237","PY319643D","Sophia","Benjamin","Collins","1972-10-27","Cash","No","12813.83","12445.88","2025-10-08","2026-01-12","15893.05","-3515.03","-956.40","18690.19","2026-01-16","Cancelled","Closed"
"ISA000001238","PT651889C","Charlotte","Ann","Thomas","1956-08-20","Cash","No","4581.74","9559.85","2025-11-14","2026-03-22","12536.27","3621.50","958.46","96190.64","2026-04-04","Void","Closed"
"ISA000001239","ST845228B","Ethan","Jane","Wright","1967-09-18","Cash","No","4498.27","10286.70","2025-04-08","2025-11-13","2462.14","3902.02","-287.98","371.94","2025-12-09","Void","All funds withdrawn"
"ISA000001240","JL870885C","Hannah","Claire","Foster","1955-08-30","Life Time ISA","No","14667.04","18781.24","2025-06-19","2026-01-26","14861.06","-1555.71","-35.00","14253.00","2026-03-03","Cancelled","All funds withdrawn"
"ISA000001241","JT326204C","Lily","Victoria","Lewis","1981-03-06","Innovative Finance","No","16828.29","555.78","2026-01-27","2026-02-13","10947.77","3370.93","933.97","969.11","2026-03-19","Closed","Cancelled"
"ISA000001242","MT966437D","William","Benjamin","White","1977-10-03","Innovative Finance","Yes","1267.56","12984.09","2025-04-09","2025-09-10","6852.19","-3448.18","-351.11","84632.12","2025-11-09","Cancelled","Closed"
"ISA000001243","JY645848D","Poppy","Thomas","Thomas","1962-06-19","Stock and Shares","Yes","19147.46","14531.60","2025-05-28","2025-08-07","11089.06","3212.41","936.76","3960.61","2026-02-11","Closed","Closed"
"ISA000001244","PS386641A","Olivia","Louise","Evans","1954-11-22","Life Time ISA","Yes","17823.77","14495.61","2026-02-09","2026-03-18","7704.27","2747.18","942.12","31349.16","2026-03-27","Cancelled","All funds withdrawn"
"ISA000001245","SW592962D","Lily","Benjamin","Brown","1979-05-31","Stock and Shares","Yes","5063.19","19750.97","2025-08-19","2025-08-28","16269.37","1028.50","953.44","41585.75","2025-12-11","Void","Void"
"ISA000001246","AR319939A","Harry","Joseph","Kelly","1992-01-28","Life Time ISA","Yes","1797.01","10994.07","2025-10-05","2025-11-23","19817.36","1800.24","10.20","69577.61","2026-02-02","Cancelled","Void"
"ISA000001247","ML990424C","Thomas","Elizabeth","Johnson","1971-01-16","Stock and Shares","No","17301.42","17026.41","2025-05-11","2025-12-04","10129.84","-3112.95","641.96","94591.66","2026-03-14","Void","Cancelled"
"ISA000001248","AJ306316C","Amelia","Michael","Mitchell","1972-01-22","Life Time ISA","Yes","10677.84","17034.38","2025-06-11","2025-06-15","5277.35","909.04","317.68","60792.62","2025-12-18","Void","Void"
"ISA000001249","EN192296A","Ethan","Benjamin","Taylor","1952-08-28","Life Time ISA","No","6467.42","9807.17","2025-10-26","2025-11-19","16109.75","2133.03","848.35","12985.95","2026-01-31","Cancelled","Cancelled"
"ISA000001250","AC400758A","Freya","Marie","Miller","1940-10-08","Life Time ISA","No","17666.23","1628.37","2025-09-04","2026-02-09","8267.88","511.94","924.79","40262.92","2026-02-21","Cancelled","Void"
"ISA000001251","CZ261918C","George","Victoria","Thompson","1954-11-19","Stock and Shares","No","5629.33","1375.36","2026-02-20","2026-03-23","14232.48","999.83","169.76","43899.16","2026-03-26","Cancelled","Transferred in full"
"ISA000001252","WB071729B","Freya","Alexander","Wright","1942-03-28","Innovative Finance","No","14382.93","125.78","2025-11-09","2025-11-30","6013.71","1080.55","699.71","92157.15","2026-01-15","Closed","Cancelled"
"ISA000001253","CN588523A","Isla","David","Miller","1956-04-25","Cash","No","9430.84","18221.47","2025-12-26","2026-01-11","12655.21","783.90","753.60","7355.52","2026-01-29","Closed","Void"
"ISA000001254","RN813177C","Poppy","Victoria","Bennett","2006-02-12","Life Time ISA","Yes","7692.25","2608.29","2025-10-12","2026-01-02","14746.76","2029.93","269.68","75146.75","2026-03-10","Void","Closed"
"ISA000001255","AP516973A","Noah","Marie","Jackson","2004-07-19","Stock and Shares","Yes","17696.74","12315.01","2025-07-17","2025-10-25","816.35","3114.54","444.81","71133.56","2026-03-13","Void","Void"
"ISA000001256","RS071040A","Maya","Victoria","Murphy","1992-11-07","Stock and Shares","Yes","11582.26","62.19","2026-02-08","2026-02-10","5511.04","2192.05","834.49","80605.20","2026-03-30","Void","Void"
"ISA000001257","LT681956D","Henry","Alice","Morris","1961-11-16","Innovative Finance","Yes","15707.12","10177.78","2025-11-20","2026-03-28","6317.78","3330.86","424.69","83417.50","2026-04-02","Closed","All funds withdrawn"
"ISA000001258","MH512742D","Lily","Louise","Mitchell","2004-11-15","Stock and Shares","Yes","14616.25","9936.23","2025-04-19","2025-07-18","872.81","96.87","863.30","19879.13","2026-01-31","Void","Transferred in full"
"ISA000001259","PC851523C","Grace","Thomas","Harris","1995-10-07","Stock and Shares","Yes","11519.03","10583.07","2026-02-04","2026-04-01","5506.57","3542.29","562.16","93580.36","2026-04-01","Void","All funds withdrawn"
"ISA000001260","BL282371C","Thomas","Patrick","Carter","1962-07-30","Innovative Finance","No","4452.10","18173.75","2025-05-09","2026-02-09","3463.18","1298.05","774.62","52267.55","2026-03-22","Cancelled","Void"
"ISA000001261","BK770688A","Olivia","Benjamin","King","1975-06-03","Stock and Shares","Yes","19143.70","2483.86","2025-08-02","2025-08-29","9040.29","198.77","533.54","17773.07","2025-10-20","Closed","Cancelled"
"ISA000001262","PK510553A","Arthur","Grace","Parker","1940-12-06","Cash","Yes","4173.04","1925.33","2025-09-06","2026-03-16","18232.54","2521.96","987.49","96224.67","2026-03-22","Void","Void"
"ISA000001263","BZ400862A","Henry","Michael","Smith","1963-08-22","Innovative Finance","No","2087.73","15434.20","2026-01-05","2026-02-12","1418.68","2996.70","-73.68","94841.64","2026-03-05","Void","All funds withdrawn"
"ISA000001264","LB465987D","Theo","Joseph","Bennett","1989-10-23","Stock and Shares","Yes","9229.54","1697.23","2025-05-22","2025-12-20","14894.15","3666.49","561.56","69954.51","2026-01-23","Cancelled","Void"
"ISA000001265","PP988975D","Freya","Samuel","Johnson","1960-07-09","Cash","No","12516.49","10676.71","2025-08-16","2025-11-02","14559.27","3466.64","723.20","26725.90","2025-11-29","Void","Void"
"ISA000001266","LS675456D","Finley","Benjamin","Kelly","1942-06-02","Stock and Shares","No","683.94","499.56","2025-08-17","2025-10-17","13123.75","3386.52","619.24","95818.51","2026-03-02","Closed","All funds withdrawn"
"ISA000001267","RA080151C","Ruby","Alice","Evans","2004-02-23","Life Time ISA","Yes","6126.01","7942.33","2026-02-12","2026-04-01","11758.05","336.43","481.05","8393.01","2026-04-01","Closed","Void"
"ISA000001268","ST025605A","William","Louise","Brown","1957-06-08","Cash","Yes","14004.34","9474.09","2025-12-26","2026-01-26","13562.06","602.76","727.24","54805.32","2026-03-02","Closed","All funds withdrawn"
"ISA000001269","JR271110B","Sophia","David","Smith","1979-07-09","Life Time ISA","No","14401.52","18534.19","2026-01-25","2026-02-21","12415.60","1021.77","752.49","30031.04","2026-03-01","Void","All funds withdrawn"
"ISA000001270","BP535218B","Olivia","Patrick","Taylor","1952-04-11","Stock and Shares","Yes","18588.17","13373.85","2026-01-29","2026-03-27","7377.28","-1843.62","828.37","43841.67","2026-03-29","Closed","Closed"
"ISA000001271","RE522991C","Maya","Alexander","Evans","1948-03-19","Stock and Shares","No","14749.40","17243.40","2025-09-25","2026-01-05","5241.23","2782.72","756.55","31461.98","2026-01-26","Void","All funds withdrawn"
"ISA000001272","LX103812A","Elsie","Louise","Carter","1966-09-12","Life Time ISA","Yes","1322.72","11025.92","2025-08-01","2025-11-18","2567.81","637.82","-14.58","24520.89","2026-01-19","Cancelled","Cancelled"
"ISA000001273","EM819359A","Olivia","Benjamin","Harris","1975-07-01","Life Time ISA","No","3495.96","5261.72","2025-12-23","2026-02-06","17782.39","2158.04","75.06","16258.30","2026-03-13","Void","Closed"
"ISA000001274","AT721503D","Oliver","Ann","Walker","1955-08-14","Stock and Shares","No","19636.43","10164.24","2025-08-31","2025-12-18","3301.39","2545.70","852.78","64686.94","2026-03-02","Void","Closed"
"ISA000001275","SE608556B","Finley","Claire","Robinson","1971-06-12","Life Time ISA","No","18911.89","2849.45","2025-06-03","2025-08-26","2713.30","-3404.77","296.62","80478.27","2026-03-01","Void","Transferred in full"
"ISA000001276","JW227564D","Charlotte","Grace","Jackson","1994-10-28","Cash","No","11491.14","12577.71","2025-10-17","2026-03-22","11979.76","97.44","-36.74","82838.55","2026-04-04","Closed","Void"
"ISA000001277","AZ256525B","Lily","Louise","Mitchell","1989-05-14","Innovative Finance","No","3686.17","13749.81","2025-05-31","2025-06-11","17829.28","2311.91","114.95","27411.78","2025-11-01","Cancelled","Transferred in full"
"ISA000001278","RS226824B","Daisy","Marie","Scott","1987-04-04","Cash","No","13049.32","1504.33","2025-07-25","2025-09-15","2803.96","2505.71","362.83","84521.10","2026-02-12","Closed","All funds withdrawn"
"ISA000001279","LH360507D","Leo","Thomas","Williams","1977-07-08","Innovative Finance","No","2687.30","536.20","2025-12-22","2026-04-01","12990.16","704.27","58.63","89346.48","2026-04-01","Void","Void"
"ISA000001280","JW249563A","Logan","William","Bennett","1990-07-21","Life Time ISA","Yes","7344.10","9577.39","2025-07-31","2026-01-04","6366.12","2244.49","-446.55","16266.44","2026-02-16","Closed","All funds withdrawn"
"ISA000001281","JN804705B","Henry","Ann","Scott","1993-11-09","Stock and Shares","No","9017.81","19362.92","2026-02-06","2026-03-30","4239.28","232.77","462.21","50431.38","2026-04-03","Void","Cancelled"
"ISA000001282","WW254045A","Logan","Samuel","Hill","1978-08-09","Life Time ISA","Yes","2847.29","17688.11","2025-08-01","2026-01-30","4453.09","1587.28","-177.74","51160.24","2026-03-31","Closed","Closed"
"ISA000001283","CP187873D","Sophia","Michael","Adams","1997-03-20","Cash","Yes","14055.27","6182.58","2025-07-03","2026-02-19","7663.53","2734.77","553.95","64099.46","2026-02-20","Void","Cancelled"
"ISA000001284","RJ770515B","William","Patrick","Hill","2007-07-18","Innovative Finance","No","11488.33","19483.88","2025-12-06","2025-12-15","18482.35","-1661.60","-227.16","78283.80","2026-03-31","Closed","Void"
"ISA000001285","SE938622A","George","Alice","Murphy","1940-02-07","Innovative Finance","No","18692.14","1230.90","2026-01-23","2026-02-15","608.98","1064.44","403.67","49794.45","2026-03-20","Closed","Cancelled"
"ISA000001286","PE501841B","Harry","William","Miller","1960-12-22","Innovative Finance","No","8182.47","13811.47","2025-04-19","2025-09-30","7656.72","-1825.64","49.05","80286.54","2025-12-11","Cancelled","Closed"
"ISA000001287","WZ150951A","Daniel","Olivia","Bennett","1946-12-03","Life Time ISA","No","12445.18","134.31","2025-10-19","2025-12-15","13181.38","-135.11","-200.16","4044.96","2026-03-17","Closed","Closed"
"ISA000001288","BZ716783B","Lily","Rose","Hughes","1967-11-12","Stock and Shares","No","18588.10","16277.93","2025-07-19","2025-09-22","8439.47","1302.45","364.65","45433.69","2026-02-01","Void","Cancelled"
"ISA000001289","PH597314A","Ruby","Joseph","Hall","1996-11-06","Cash","Yes","16401.15","9999.63","2025-04-16","2025-05-02","1797.92","427.41","-695.77","44776.23","2025-08-27","Void","Cancelled"
"ISA000001290","MW408869B","Isla","Thomas","White","1982-09-25","Life Time ISA","No","3987.63","2013.69","2025-07-20","2026-02-03","5390.19","2485.37","999.07","3273.51","2026-02-16","Closed","Transferred in full"
"ISA000001291","SS997790C","Lily","Thomas","White","1954-07-20","Cash","Yes","11245.22","19348.66","2025-11-12","2026-03-29","18430.23","3414.54","459.54","84501.57","2026-04-02","Cancelled","Void"
"ISA000001292","SH035016D","Noah","Ann","Williams","1991-04-14","Stock and Shares","Yes","15561.93","11197.74","2025-07-23","2026-03-08","11907.48","-3930.44","596.90","27969.75","2026-03-19","Cancelled","Void"
"ISA000001293","MH164160B","Henry","Claire","Edwards","1980-12-18","Cash","Yes","18349.81","5229.47","2025-06-14","2025-11-02","11297.85","3835.54","983.14","54810.42","2025-12-29","Void","Transferred in full"
"ISA000001294","ER507203D","Ruby","Joseph","Roberts","1988-01-21","Stock and Shares","Yes","19981.20","18699.26","2026-01-21","2026-02-03","13633.49","-469.64","-423.62","63654.17","2026-02-13","Closed","Transferred in full"
"ISA000001295","AK602524D","Edward","Claire","Baker","1956-12-05","Life Time ISA","Yes","5429.91","8723.20","2026-01-06","2026-02-21","3442.11","2825.28","753.71","94259.34","2026-03-27","Closed","Void"
"ISA000001296","PR866217B","Mia","William","Bennett","1968-03-02","Innovative Finance","Yes","5604.85","655.71","2026-02-05","2026-03-01","1168.20","3337.76","592.51","97283.46","2026-03-03","Closed","Void"
"ISA000001297","BC369169A","Thomas","Marie","Hall","1943-01-17","Cash","No","13297.38","8953.69","2025-04-10","2025-10-10","2014.50","3611.93","397.52","60323.49","2026-03-25","Cancelled","Cancelled"
"ISA000001298","WM913336B","Maya","Elizabeth","Kelly","1985-05-17","Cash","Yes","2294.87","16904.56","2025-04-13","2025-07-16","11386.94","273.47","339.86","12756.47","2026-01-07","Void","Closed"
"ISA000001299","EX988663D","Freya","Claire","Foster","1988-11-20","Cash","Yes","2143.34","19203.95","2025-10-25","2026-03-25","18184.52","-3593.97","779.31","18689.44","2026-04-01","Closed","Cancelled"
"ISA000001300","JZ916987B","Sophia","Joseph","Carter","1990-03-01","Stock and Shares","Yes","2114.49","15375.06","2025-12-25","2026-04-03","8887.67","2381.34","596.12","46618.30","2026-04-03","Closed","All funds withdrawn"
"ISA000001301","JP047234C","Mia","Ann","King","1972-11-22","Stock and Shares","Yes","2715.60","15237.90","2025-08-13","2025-10-07","13416.20","2330.26","238.86","21032.32","2026-02-25","Void","Transferred in full"
"ISA000001302","SY561769D","Thomas","Benjamin","Phillips","1973-08-19","Cash","Yes","17260.33","14895.62","2025-05-19","2025-09-19","4828.41","3324.82","380.06","5043.27","2026-03-09","Void","Cancelled"
"ISA000001303","PZ223700D","Maya","Thomas","Hill","1942-05-01","Innovative Finance","No","3244.48","18266.90","2026-01-19","2026-01-19","2285.15","1290.94","-4.32","54800.37","2026-02-19","Cancelled","Void"
"ISA000001304","RR354227D","Ava","Elizabeth","Davies","1968-05-20","Stock and Shares","No","3879.60","8995.10","2025-08-14","2025-10-02","10289.56","1048.83","240.84","28097.38","2025-12-20","Cancelled","Void"
"ISA000001305","EC780582B","Finley","Joseph","Baker","1996-11-13","Stock and Shares","Yes","7501.64","18977.82","2025-12-21","2026-02-24","15086.46","1555.01","-898.25","73262.53","2026-03-29","Closed","All funds withdrawn"
"ISA000001306","WE990559C","Jacob","Benjamin","Johnson","1994-01-12","Cash","Yes","14023.58","2143.64","2025-05-18","2025-09-04","8257.86","452.80","-413.69","55463.43","2026-01-01","Void","Cancelled"
"ISA000001307","WC003223C","Theo","Joseph","Clarke","1966-04-06","Innovative Finance","Yes","12846.44","1140.74","2025-08-04","2026-02-16","1969.46","2443.21","488.62","62292.17","2026-03-08","Closed","Closed"
"ISA000001308","MZ838952C","Jack","Michael","Foster","1998-01-18","Cash","No","427.69","4386.07","2025-06-29","2026-02-02","8823.31","2193.05","-820.54","79115.16","2026-02-08","Closed","Cancelled"
"ISA000001309","LJ685591B","Poppy","William","Green","1987-11-11","Cash","No","2314.26","11779.33","2025-08-31","2026-01-08","6898.03","-2611.89","182.71","33678.50","2026-04-03","Void","Transferred in full"
"ISA000001310","MW557767D","Mia","Benjamin","Lewis","1986-11-12","Cash","Yes","5660.14","8044.87","2025-11-16","2025-12-20","9506.74","3609.12","985.31","60676.64","2026-01-17","Void","Closed"
"ISA000001311","LS439020A","Emily","Marie","Morris","1986-04-16","Cash","Yes","13263.35","8642.06","2025-07-17","2025-12-10","4492.90","-3250.12","453.11","80634.71","2026-02-22","Void","Transferred in full"
"ISA000001312","PT450374D","Freya","Alexander","Allen","1996-09-10","Stock and Shares","No","11945.01","3023.02","2025-05-11","2025-08-21","1591.37","3747.89","973.34","31817.15","2025-10-10","Cancelled","Closed"
"ISA000001313","AN521635A","Arthur","Grace","Martin","1975-03-10","Life Time ISA","No","1877.42","11285.24","2025-12-23","2026-02-06","9132.64","2483.39","123.36","73651.68","2026-03-14","Cancelled","Cancelled"
"ISA000001314","MB697374D","Emily","Grace","Baker","1987-11-09","Cash","No","16439.09","3038.38","2026-02-19","2026-03-29","6797.60","-120.96","566.08","44653.82","2026-04-02","Cancelled","Void"
"ISA000001315","JC209071C","Daisy","Samuel","Miller","1951-07-15","Stock and Shares","No","3968.26","12087.35","2026-01-15","2026-01-18","12932.94","3836.67","961.24","32817.68","2026-02-12","Void","Closed"
"ISA000001316","KL089408A","Jack","Benjamin","White","1959-05-13","Life Time ISA","No","18203.95","1046.51","2025-05-29","2026-01-01","6075.69","1835.26","363.22","35237.55","2026-02-10","Cancelled","Cancelled"
"ISA000001317","HR951793D","Ruby","Olivia","Carter","1962-12-16","Innovative Finance","No","5683.64","13178.33","2026-01-29","2026-03-01","3269.96","141.62","411.98","2866.33","2026-03-31","Cancelled","Closed"
"ISA000001318","HS776894B","Lily","Patrick","Johnson","1970-01-13","Life Time ISA","No","2044.22","9195.76","2025-09-13","2026-03-22","11233.62","2895.59","949.00","39753.03","2026-04-03","Closed","Closed"
"ISA000001319","CL616189B","Thomas","Patrick","Hall","1967-03-14","Life Time ISA","Yes","4649.90","7044.69","2025-08-03","2025-08-19","13294.91","1262.38","561.33","79213.73","2025-11-02","Closed","Closed"
"ISA000001320","JZ857717A","Charlotte","Alice","Miller","1969-06-24","Life Time ISA","Yes","18161.08","3536.26","2025-05-18","2026-03-13","15471.84","696.08","685.64","20350.44","2026-03-23","Cancelled","Transferred in full"
"ISA000001321","EB794090D","Daisy","William","Thompson","1986-05-11","Stock and Shares","Yes","12123.37","6609.78","2025-12-19","2026-02-03","12720.10","-2498.81","855.49","42185.69","2026-03-17","Cancelled","Transferred in full"
"ISA000001322","BY054920B","Theo","Jane","Allen","1994-02-12","Cash","No","13554.73","18892.00","2025-08-30","2025-09-18","10396.58","448.14","305.99","14820.42","2025-10-19","Closed","Void"
"ISA000001323","EZ844599A","Mia","Ann","Edwards","1966-12-12","Life Time ISA","Yes","18578.49","15714.87","2025-05-22","2025-06-04","10022.30","1816.61","845.91","73024.06","2025-11-10","Void","Closed"
